complaint_id,latent_syndicate_id,filer_cohort,hop_count_actual,cashout_zone_id,cmp_before_cashout,edge_case_tag
V2CMP_0035281,LSYN_0617,normal,4,V2_ZID_026,False,CROSS_STATE|CROSS_REGION|VERY_SHORT_WINDOW
V2CMP_0035282,LSYN_0839,fast,3,V2_ZID_026,False,CROSS_STATE|CROSS_REGION
V2CMP_0035283,LSYN_0632,fast,1,V2_ZID_102,False,CROSS_STATE|CROSS_REGION
V2CMP_0035284,LSYN_0244,slow,0,V2_ZID_104,False,ZERO_HOP|CROSS_STATE|CROSS_REGION
V2CMP_0035285,LSYN_0151,normal,3,V2_ZID_017,True,CROSS_STATE|CROSS_REGION|LONG_WINDOW
V2CMP_0035286,LSYN_0673,slow,2,V2_ZID_047,False,CROSS_STATE|CROSS_REGION
V2CMP_0035287,LSYN_0552,fast,3,V2_ZID_022,False,CROSS_STATE
V2CMP_0035288,LSYN_0169,fast,2,V2_ZID_001,False,CROSS_STATE|CROSS_REGION
V2CMP_0035289,LSYN_0262,slow,2,V2_ZID_058,False,CROSS_STATE|CROSS_REGION
V2CMP_0035290,LSYN_0539,fast,3,V2_ZID_021,True,CROSS_STATE|CROSS_REGION|INTERVENTION|LONG_WINDOW
V2CMP_0035291,LSYN_0617,fast,2,V2_ZID_117,False,CROSS_STATE|CROSS_REGION
V2CMP_0035292,LSYN_0006,normal,5,V2_ZID_094,False,CROSS_STATE|CROSS_REGION
V2CMP_0035293,LSYN_0533,normal,2,V2_ZID_039,False,CROSS_STATE|CROSS_REGION
V2CMP_0035294,LSYN_0213,normal,2,V2_ZID_110,False,CROSS_STATE|CROSS_REGION
V2CMP_0035295,LSYN_0177,normal,5,V2_ZID_001,False,CROSS_STATE|CROSS_REGION
V2CMP_0035296,LSYN_0040,slow,5,V2_ZID_006,False,CROSS_STATE|CROSS_REGION|HOTSPOT_TARGET
V2CMP_0035297,LSYN_0773,normal,2,V2_ZID_014,False,CROSS_STATE|CROSS_REGION
V2CMP_0035298,LSYN_0822,normal,4,V2_ZID_100,False,CROSS_STATE|CROSS_REGION|VERY_SHORT_WINDOW
V2CMP_0035299,LSYN_0251,slow,3,V2_ZID_023,False,CROSS_STATE|CROSS_REGION
V2CMP_0035300,LSYN_0285,normal,5,V2_ZID_065,False,CROSS_STATE|CROSS_REGION
V2CMP_0035301,LSYN_0357,slow,2,V2_ZID_013,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0035302,LSYN_0837,normal,3,V2_ZID_099,False,CROSS_STATE|CROSS_REGION
V2CMP_0035303,LSYN_0078,fast,6,V2_ZID_071,False,LONG_CHAIN|CROSS_STATE
V2CMP_0035304,LSYN_0055,normal,4,V2_ZID_105,False,CROSS_STATE|CROSS_REGION
V2CMP_0035305,LSYN_0626,slow,1,V2_ZID_086,False,CROSS_STATE|CROSS_REGION
V2CMP_0035306,LSYN_0323,fast,1,V2_ZID_040,False,CROSS_STATE|CROSS_REGION
V2CMP_0035307,LSYN_0242,slow,1,V2_ZID_032,False,SAME_STATE|CROSS_REGION|VERY_SHORT_WINDOW
V2CMP_0035308,LSYN_0687,normal,2,V2_ZID_031,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0035309,LSYN_0624,normal,1,V2_ZID_087,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0035310,LSYN_0794,normal,7,V2_ZID_027,False,LONG_CHAIN|CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0035311,LSYN_0666,fast,4,V2_ZID_067,False,CROSS_STATE|CROSS_REGION
V2CMP_0035312,LSYN_0093,fast,3,V2_ZID_071,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0035313,LSYN_0510,slow,5,V2_ZID_099,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0035314,LSYN_0454,normal,3,V2_ZID_014,False,CROSS_STATE|CROSS_REGION
V2CMP_0035315,LSYN_0257,slow,3,V2_ZID_022,False,CROSS_STATE|CROSS_REGION|LONG_WINDOW
V2CMP_0035316,LSYN_0521,slow,3,V2_ZID_087,False,CROSS_STATE|CROSS_REGION
V2CMP_0035317,LSYN_0339,normal,0,V2_ZID_075,False,ZERO_HOP|CROSS_STATE|CROSS_REGION|VERY_SHORT_WINDOW
V2CMP_0035318,LSYN_0105,slow,2,V2_ZID_041,False,CROSS_STATE|CROSS_REGION|LONG_WINDOW
V2CMP_0035319,LSYN_0396,normal,1,V2_ZID_073,True,CROSS_STATE|CROSS_REGION|INTERVENTION|LONG_WINDOW
V2CMP_0035320,LSYN_0462,normal,8,V2_ZID_019,False,LONG_CHAIN|CROSS_STATE|CROSS_REGION
V2CMP_0035321,LSYN_0485,normal,4,V2_ZID_077,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0035322,LSYN_0781,slow,1,V2_ZID_113,False,SAME_STATE|CROSS_REGION
V2CMP_0035323,LSYN_0051,fast,2,V2_ZID_006,False,CROSS_STATE|CROSS_REGION|HOTSPOT_TARGET
V2CMP_0035324,LSYN_0500,slow,1,V2_ZID_071,False,CROSS_STATE|CROSS_REGION
V2CMP_0035325,LSYN_0307,fast,2,V2_ZID_115,True,CROSS_STATE|CROSS_REGION|INTERVENTION|LONG_WINDOW
V2CMP_0035326,LSYN_0669,normal,2,V2_ZID_030,False,CROSS_STATE|CROSS_REGION
V2CMP_0035327,LSYN_0213,fast,1,V2_ZID_105,False,CROSS_STATE|CROSS_REGION
V2CMP_0035328,LSYN_0253,normal,4,V2_ZID_081,False,CROSS_STATE|CROSS_REGION
V2CMP_0035329,LSYN_0458,slow,5,V2_ZID_009,False,CROSS_STATE|CROSS_REGION
V2CMP_0035330,LSYN_0271,slow,2,V2_ZID_099,False,CROSS_STATE|CROSS_REGION
V2CMP_0035331,LSYN_0428,normal,1,V2_ZID_093,False,CROSS_STATE|SHORT_WINDOW
V2CMP_0035332,LSYN_0085,normal,3,V2_ZID_009,False,CROSS_STATE|CROSS_REGION|LONG_WINDOW
V2CMP_0035333,LSYN_0825,normal,2,V2_ZID_019,False,CROSS_STATE|CROSS_REGION|CENSORED
V2CMP_0035334,LSYN_0161,normal,2,V2_ZID_022,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0035335,LSYN_0657,slow,2,V2_ZID_026,False,CROSS_STATE|CROSS_REGION
V2CMP_0035336,LSYN_0515,normal,4,V2_ZID_050,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0035337,LSYN_0480,fast,2,V2_ZID_010,False,CROSS_STATE|CROSS_REGION
V2CMP_0035338,LSYN_0234,slow,3,V2_ZID_101,False,CROSS_STATE|CROSS_REGION
V2CMP_0035339,LSYN_0731,slow,0,V2_ZID_110,False,ZERO_HOP|CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0035340,LSYN_0876,fast,6,V2_ZID_039,False,LONG_CHAIN|CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0035341,LSYN_0476,normal,6,V2_ZID_062,False,LONG_CHAIN|CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0035342,LSYN_0098,normal,3,V2_ZID_062,False,CROSS_STATE
V2CMP_0035343,LSYN_0736,normal,5,V2_ZID_116,True,CROSS_STATE|CROSS_REGION|INTERVENTION
V2CMP_0035344,LSYN_0648,slow,3,V2_ZID_110,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0035345,LSYN_0424,slow,3,V2_ZID_110,False,CROSS_STATE|CROSS_REGION
V2CMP_0035346,LSYN_0401,normal,2,V2_ZID_097,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0035347,LSYN_0105,normal,1,V2_ZID_025,False,CROSS_STATE|CROSS_REGION
V2CMP_0035348,LSYN_0208,fast,0,V2_ZID_004,False,ZERO_HOP|CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0035349,LSYN_0046,fast,1,V2_ZID_060,False,CROSS_STATE|CROSS_REGION
V2CMP_0035350,LSYN_0113,normal,1,V2_ZID_009,False,CROSS_STATE|CROSS_REGION
V2CMP_0035351,LSYN_0102,normal,3,V2_ZID_042,False,CROSS_STATE|CROSS_REGION
V2CMP_0035352,LSYN_0295,normal,3,V2_ZID_085,True,CROSS_STATE|CROSS_REGION|INTERVENTION
V2CMP_0035353,LSYN_0361,normal,2,V2_ZID_112,True,CROSS_STATE|CROSS_REGION
V2CMP_0035354,LSYN_0197,normal,0,V2_ZID_022,False,ZERO_HOP|CROSS_STATE|CROSS_REGION|CENSORED
V2CMP_0035355,LSYN_0516,fast,3,V2_ZID_017,False,CROSS_STATE|CROSS_REGION
V2CMP_0035356,LSYN_0709,fast,2,V2_ZID_015,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0035357,LSYN_0114,normal,1,V2_ZID_045,False,CROSS_STATE|CROSS_REGION|LONG_WINDOW
V2CMP_0035358,LSYN_0409,slow,2,V2_ZID_077,False,CROSS_STATE|CROSS_REGION
V2CMP_0035359,LSYN_0506,normal,7,V2_ZID_031,False,LONG_CHAIN|CROSS_STATE|CROSS_REGION
V2CMP_0035360,LSYN_0688,normal,2,V2_ZID_038,False,CROSS_STATE
V2CMP_0035361,LSYN_0746,normal,4,V2_ZID_109,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0035362,LSYN_0025,normal,2,V2_ZID_021,False,CROSS_STATE|CROSS_REGION
V2CMP_0035363,LSYN_0005,slow,1,V2_ZID_004,False,CROSS_STATE|CROSS_REGION
V2CMP_0035364,LSYN_0851,normal,3,V2_ZID_065,False,CROSS_STATE|CROSS_REGION
V2CMP_0035365,LSYN_0174,normal,3,V2_ZID_025,False,CROSS_STATE|CROSS_REGION
V2CMP_0035366,LSYN_0226,fast,4,V2_ZID_066,False,CROSS_STATE|CROSS_REGION
V2CMP_0035367,LSYN_0618,slow,3,V2_ZID_081,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0035368,LSYN_0828,fast,3,V2_ZID_019,True,CROSS_STATE|CROSS_REGION|INTERVENTION
V2CMP_0035369,LSYN_0424,normal,4,V2_ZID_064,False,CROSS_STATE|CROSS_REGION|HOTSPOT_TARGET
V2CMP_0035370,LSYN_0164,fast,3,V2_ZID_105,True,CROSS_STATE|CROSS_REGION
V2CMP_0035371,LSYN_0436,normal,1,V2_ZID_038,False,CROSS_STATE|CROSS_REGION
V2CMP_0035372,LSYN_0819,normal,3,V2_ZID_117,False,CROSS_STATE|CROSS_REGION
V2CMP_0035373,LSYN_0749,normal,4,V2_ZID_040,False,CROSS_STATE|CROSS_REGION|VERY_SHORT_WINDOW
V2CMP_0035374,LSYN_0201,slow,4,V2_ZID_086,False,CROSS_STATE|CROSS_REGION|LONG_WINDOW
V2CMP_0035375,LSYN_0199,fast,2,V2_ZID_034,False,CROSS_STATE|CROSS_REGION
V2CMP_0035376,LSYN_0335,normal,3,V2_ZID_019,False,CROSS_STATE|CROSS_REGION|LONG_WINDOW
V2CMP_0035377,LSYN_0422,normal,3,V2_ZID_043,False,CROSS_STATE|CROSS_REGION
V2CMP_0035378,LSYN_0131,fast,2,V2_ZID_109,False,SAME_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0035379,LSYN_0575,normal,1,V2_ZID_090,False,CROSS_STATE|CROSS_REGION
V2CMP_0035380,LSYN_0503,normal,4,V2_ZID_054,False,CROSS_STATE|CROSS_REGION|HOTSPOT_TARGET
V2CMP_0035381,LSYN_0495,fast,4,V2_ZID_100,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0035382,LSYN_0467,normal,0,V2_ZID_075,False,ZERO_HOP|CROSS_STATE|CROSS_REGION
V2CMP_0035383,LSYN_0896,slow,3,V2_ZID_047,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0035384,LSYN_0807,slow,0,V2_ZID_063,False,ZERO_HOP|CROSS_STATE|CROSS_REGION|HOTSPOT_TARGET
V2CMP_0035385,LSYN_0292,fast,6,V2_ZID_092,False,LONG_CHAIN|CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0035386,LSYN_0756,normal,1,V2_ZID_090,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0035387,LSYN_0449,normal,1,V2_ZID_021,False,CROSS_STATE|CROSS_REGION
V2CMP_0035388,LSYN_0189,normal,1,V2_ZID_014,False,CROSS_STATE|CROSS_REGION|CENSORED
V2CMP_0035389,LSYN_0587,normal,3,V2_ZID_070,False,CROSS_STATE|CROSS_REGION|CENSORED
V2CMP_0035390,LSYN_0005,fast,4,V2_ZID_094,False,CROSS_STATE|CROSS_REGION
V2CMP_0035391,LSYN_0184,fast,4,V2_ZID_071,False,CROSS_STATE|CROSS_REGION|VERY_SHORT_WINDOW
V2CMP_0035392,LSYN_0797,fast,2,V2_ZID_098,False,CROSS_STATE|CROSS_REGION
V2CMP_0035393,LSYN_0092,slow,5,V2_ZID_061,False,CROSS_STATE|CROSS_REGION
V2CMP_0035394,LSYN_0549,normal,2,V2_ZID_078,False,CROSS_STATE|CROSS_REGION
V2CMP_0035395,LSYN_0732,slow,1,V2_ZID_063,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW|HOTSPOT_TARGET
V2CMP_0035396,LSYN_0285,fast,5,V2_ZID_077,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0035397,LSYN_0385,slow,2,V2_ZID_008,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0035398,LSYN_0101,normal,3,V2_ZID_005,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW|HOTSPOT_TARGET
V2CMP_0035399,LSYN_0496,normal,1,V2_ZID_067,False,CROSS_STATE|SHORT_WINDOW
V2CMP_0035400,LSYN_0284,normal,3,V2_ZID_030,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0035401,LSYN_0255,fast,3,V2_ZID_015,False,CROSS_STATE|CROSS_REGION
V2CMP_0035402,LSYN_0576,normal,0,V2_ZID_039,False,ZERO_HOP|CROSS_STATE|CROSS_REGION
V2CMP_0035403,LSYN_0184,normal,1,V2_ZID_036,False,CROSS_STATE|CROSS_REGION
V2CMP_0035404,LSYN_0134,slow,4,V2_ZID_049,False,CROSS_STATE|CROSS_REGION
V2CMP_0035405,LSYN_0364,slow,3,V2_ZID_071,False,CROSS_STATE|CROSS_REGION
V2CMP_0035406,LSYN_0568,normal,4,V2_ZID_100,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0035407,LSYN_0904,normal,1,V2_ZID_114,False,CROSS_STATE
V2CMP_0035408,LSYN_0705,slow,2,V2_ZID_001,False,CROSS_STATE|CROSS_REGION
V2CMP_0035409,LSYN_0236,normal,2,V2_ZID_103,False,CROSS_STATE|CROSS_REGION
V2CMP_0035410,LSYN_0351,fast,5,V2_ZID_002,True,CROSS_STATE|CROSS_REGION|LONG_WINDOW
V2CMP_0035411,LSYN_0741,normal,2,V2_ZID_057,False,CROSS_STATE|CROSS_REGION
V2CMP_0035412,LSYN_0228,fast,2,V2_ZID_085,False,CROSS_STATE|SHORT_WINDOW
V2CMP_0035413,LSYN_0820,slow,1,V2_ZID_049,False,CROSS_STATE|CROSS_REGION
V2CMP_0035414,LSYN_0289,normal,2,V2_ZID_057,False,CROSS_STATE|CROSS_REGION
V2CMP_0035415,LSYN_0515,fast,7,V2_ZID_094,False,LONG_CHAIN|CROSS_STATE|CROSS_REGION|CENSORED|SHORT_WINDOW
V2CMP_0035416,LSYN_0860,normal,0,V2_ZID_084,False,ZERO_HOP|CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0035417,LSYN_0522,slow,3,V2_ZID_099,False,CROSS_STATE|CROSS_REGION
V2CMP_0035418,LSYN_0658,normal,2,V2_ZID_043,False,CROSS_STATE|CROSS_REGION
V2CMP_0035419,LSYN_0521,slow,0,V2_ZID_062,False,ZERO_HOP|CROSS_STATE|CROSS_REGION
V2CMP_0035420,LSYN_0103,normal,8,V2_ZID_079,True,LONG_CHAIN|CROSS_STATE|INTERVENTION
V2CMP_0035421,LSYN_0320,normal,0,V2_ZID_015,False,ZERO_HOP|CROSS_STATE|CROSS_REGION
V2CMP_0035422,LSYN_0154,fast,2,V2_ZID_028,False,CROSS_STATE|CROSS_REGION
V2CMP_0035423,LSYN_0335,normal,6,V2_ZID_096,False,LONG_CHAIN|CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0035424,LSYN_0755,slow,2,V2_ZID_065,False,CROSS_STATE|CROSS_REGION
V2CMP_0035425,LSYN_0824,normal,3,V2_ZID_070,False,CROSS_STATE|CROSS_REGION
V2CMP_0035426,LSYN_0627,normal,3,V2_ZID_033,False,CROSS_STATE|CROSS_REGION
V2CMP_0035427,LSYN_0272,normal,5,V2_ZID_024,False,CROSS_STATE|CROSS_REGION|LONG_WINDOW
V2CMP_0035428,LSYN_0497,normal,4,V2_ZID_079,False,CROSS_STATE|CROSS_REGION
V2CMP_0035429,LSYN_0584,normal,5,V2_ZID_074,False,CROSS_STATE|CROSS_REGION
V2CMP_0035430,LSYN_0217,slow,2,V2_ZID_071,False,CROSS_STATE|CROSS_REGION
V2CMP_0035431,LSYN_0116,slow,5,V2_ZID_059,False,CROSS_STATE|CROSS_REGION|VERY_SHORT_WINDOW
V2CMP_0035432,LSYN_0450,fast,6,V2_ZID_077,False,LONG_CHAIN|CROSS_STATE
V2CMP_0035433,LSYN_0373,normal,6,V2_ZID_061,False,LONG_CHAIN|CROSS_STATE|CROSS_REGION|LONG_WINDOW
V2CMP_0035434,LSYN_0625,normal,2,V2_ZID_021,False,CROSS_STATE|CROSS_REGION|VERY_SHORT_WINDOW
V2CMP_0035435,LSYN_0884,normal,7,V2_ZID_009,True,LONG_CHAIN|CROSS_STATE|CROSS_REGION|INTERVENTION
V2CMP_0035436,LSYN_0403,fast,1,V2_ZID_046,False,CROSS_STATE|CROSS_REGION|VERY_SHORT_WINDOW
V2CMP_0035437,LSYN_0328,normal,1,V2_ZID_004,False,CROSS_STATE|CROSS_REGION
V2CMP_0035438,LSYN_0426,normal,3,V2_ZID_102,False,SAME_STATE
V2CMP_0035439,LSYN_0785,normal,8,V2_ZID_089,True,LONG_CHAIN|CROSS_STATE|CROSS_REGION|LONG_WINDOW
V2CMP_0035440,LSYN_0108,normal,4,V2_ZID_007,False,SAME_STATE
V2CMP_0035441,LSYN_0110,slow,5,V2_ZID_009,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0035442,LSYN_0458,normal,1,V2_ZID_047,False,CROSS_STATE|CROSS_REGION
V2CMP_0035443,LSYN_0367,normal,8,V2_ZID_098,False,LONG_CHAIN|CROSS_STATE
V2CMP_0035444,LSYN_0775,normal,2,V2_ZID_036,False,CROSS_STATE|CROSS_REGION
V2CMP_0035445,LSYN_0216,normal,1,V2_ZID_031,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0035446,LSYN_0640,normal,4,V2_ZID_028,False,CROSS_STATE|CROSS_REGION|VERY_SHORT_WINDOW
V2CMP_0035447,LSYN_0411,normal,6,V2_ZID_022,False,LONG_CHAIN|CROSS_STATE|CROSS_REGION|CENSORED
V2CMP_0035448,LSYN_0521,normal,2,V2_ZID_070,False,CROSS_STATE|CROSS_REGION
V2CMP_0035449,LSYN_0393,normal,5,V2_ZID_078,False,CROSS_STATE
V2CMP_0035450,LSYN_0827,normal,5,V2_ZID_110,False,CROSS_STATE|CROSS_REGION
V2CMP_0035451,LSYN_0081,fast,6,V2_ZID_067,False,LONG_CHAIN|CROSS_STATE|SHORT_WINDOW
V2CMP_0035452,LSYN_0688,normal,2,V2_ZID_073,False,CROSS_STATE|CROSS_REGION
V2CMP_0035453,LSYN_0466,normal,5,V2_ZID_114,True,CROSS_STATE|CROSS_REGION
V2CMP_0035454,LSYN_0587,normal,4,V2_ZID_009,False,CROSS_STATE|CROSS_REGION
V2CMP_0035455,LSYN_0235,slow,3,V2_ZID_046,False,CROSS_STATE|CROSS_REGION
V2CMP_0035456,LSYN_0493,slow,2,V2_ZID_032,False,CROSS_STATE|CROSS_REGION
V2CMP_0035457,LSYN_0324,fast,3,V2_ZID_031,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0035458,LSYN_0407,normal,2,V2_ZID_040,False,CROSS_STATE
V2CMP_0035459,LSYN_0886,normal,5,V2_ZID_020,False,CROSS_STATE|CROSS_REGION
V2CMP_0035460,LSYN_0243,normal,5,V2_ZID_009,False,CROSS_STATE|CROSS_REGION
V2CMP_0035461,LSYN_0212,normal,1,V2_ZID_012,False,CROSS_STATE
V2CMP_0035462,LSYN_0733,fast,3,V2_ZID_039,False,CROSS_STATE|CROSS_REGION
V2CMP_0035463,LSYN_0746,slow,0,V2_ZID_099,False,ZERO_HOP|CROSS_STATE|CROSS_REGION
V2CMP_0035464,LSYN_0210,normal,1,V2_ZID_046,False,CROSS_STATE|SHORT_WINDOW
V2CMP_0035465,LSYN_0223,slow,4,V2_ZID_025,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0035466,LSYN_0119,fast,7,V2_ZID_106,False,LONG_CHAIN|CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0035467,LSYN_0031,normal,2,V2_ZID_033,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0035468,LSYN_0607,slow,6,V2_ZID_051,False,LONG_CHAIN|CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0035469,LSYN_0752,normal,6,V2_ZID_055,False,LONG_CHAIN|CROSS_STATE|CROSS_REGION|HOTSPOT_TARGET
V2CMP_0035470,LSYN_0023,normal,3,V2_ZID_041,False,CROSS_STATE|CROSS_REGION
V2CMP_0035471,LSYN_0664,normal,5,V2_ZID_035,False,SAME_STATE|VERY_SHORT_WINDOW
V2CMP_0035472,LSYN_0609,normal,6,V2_ZID_093,False,LONG_CHAIN|CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0035473,LSYN_0186,fast,3,V2_ZID_115,False,CROSS_STATE|CROSS_REGION
V2CMP_0035474,LSYN_0443,normal,2,V2_ZID_117,False,CROSS_STATE|CROSS_REGION
V2CMP_0035475,LSYN_0452,slow,4,V2_ZID_104,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0035476,LSYN_0643,fast,2,V2_ZID_079,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0035477,LSYN_0354,normal,2,V2_ZID_009,False,CROSS_STATE|CROSS_REGION
V2CMP_0035478,LSYN_0125,normal,7,V2_ZID_096,False,LONG_CHAIN|CROSS_STATE|CROSS_REGION
V2CMP_0035479,LSYN_0078,fast,3,V2_ZID_033,False,CROSS_STATE|SHORT_WINDOW
V2CMP_0035480,LSYN_0527,fast,1,V2_ZID_007,False,CROSS_STATE|SHORT_WINDOW
V2CMP_0035481,LSYN_0229,slow,4,V2_ZID_111,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0035482,LSYN_0691,normal,3,V2_ZID_028,True,CROSS_STATE|CROSS_REGION
V2CMP_0035483,LSYN_0606,fast,1,V2_ZID_120,False,CROSS_STATE|CROSS_REGION
V2CMP_0035484,LSYN_0850,slow,4,V2_ZID_049,False,CROSS_STATE|CROSS_REGION
V2CMP_0035485,LSYN_0842,slow,1,V2_ZID_067,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0035486,LSYN_0515,normal,7,V2_ZID_089,False,LONG_CHAIN|CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0035487,LSYN_0311,normal,3,V2_ZID_105,False,CROSS_STATE|CROSS_REGION
V2CMP_0035488,LSYN_0649,normal,1,V2_ZID_079,False,CROSS_STATE|CROSS_REGION
V2CMP_0035489,LSYN_0007,normal,1,V2_ZID_046,False,CROSS_STATE|CROSS_REGION
V2CMP_0035490,LSYN_0497,normal,2,V2_ZID_071,False,CROSS_STATE|CROSS_REGION
V2CMP_0035491,LSYN_0690,normal,2,V2_ZID_041,True,CROSS_STATE|CROSS_REGION|INTERVENTION
V2CMP_0035492,LSYN_0586,slow,2,V2_ZID_058,False,CROSS_STATE|CROSS_REGION
V2CMP_0035493,LSYN_0149,normal,4,V2_ZID_060,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0035494,LSYN_0725,normal,5,V2_ZID_006,False,CROSS_STATE|CROSS_REGION|HOTSPOT_TARGET
V2CMP_0035495,LSYN_0902,normal,4,V2_ZID_102,False,CROSS_STATE|CROSS_REGION
V2CMP_0035496,LSYN_0816,normal,6,V2_ZID_088,True,LONG_CHAIN|CROSS_STATE|CROSS_REGION|INTERVENTION|LONG_WINDOW
V2CMP_0035497,LSYN_0460,slow,3,V2_ZID_048,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0035498,LSYN_0090,slow,6,V2_ZID_046,False,LONG_CHAIN|CROSS_STATE
V2CMP_0035499,LSYN_0304,fast,2,V2_ZID_004,False,CROSS_STATE|SHORT_WINDOW
V2CMP_0035500,LSYN_0693,normal,4,V2_ZID_024,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0035501,LSYN_0616,normal,2,V2_ZID_075,False,CROSS_STATE|CROSS_REGION|VERY_SHORT_WINDOW
V2CMP_0035502,LSYN_0710,normal,1,V2_ZID_106,False,CROSS_STATE|CROSS_REGION|LONG_WINDOW
V2CMP_0035503,LSYN_0779,normal,3,V2_ZID_016,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0035504,LSYN_0507,normal,1,V2_ZID_057,True,CROSS_STATE|CROSS_REGION|INTERVENTION
V2CMP_0035505,LSYN_0778,normal,1,V2_ZID_119,False,CROSS_STATE|CROSS_REGION
V2CMP_0035506,LSYN_0756,slow,7,V2_ZID_108,False,LONG_CHAIN|CROSS_STATE
V2CMP_0035507,LSYN_0616,normal,2,V2_ZID_025,False,CROSS_STATE|CROSS_REGION
V2CMP_0035508,LSYN_0153,normal,4,V2_ZID_098,False,CROSS_STATE|CROSS_REGION
V2CMP_0035509,LSYN_0275,normal,2,V2_ZID_032,False,CROSS_STATE|CROSS_REGION
V2CMP_0035510,LSYN_0438,fast,4,V2_ZID_069,False,CROSS_STATE|CROSS_REGION|HOTSPOT_TARGET
V2CMP_0035511,LSYN_0467,normal,3,V2_ZID_117,False,CROSS_STATE|CROSS_REGION
V2CMP_0035512,LSYN_0134,normal,1,V2_ZID_057,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0035513,LSYN_0551,slow,2,V2_ZID_044,False,CROSS_STATE
V2CMP_0035514,LSYN_0768,slow,1,V2_ZID_116,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0035515,LSYN_0365,slow,6,V2_ZID_007,False,LONG_CHAIN|CROSS_STATE|CROSS_REGION
V2CMP_0035516,LSYN_0061,normal,1,V2_ZID_096,False,CROSS_STATE|CROSS_REGION
V2CMP_0035517,LSYN_0176,fast,2,V2_ZID_118,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0035518,LSYN_0566,normal,2,V2_ZID_113,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0035519,LSYN_0636,fast,2,V2_ZID_056,False,CROSS_STATE|CROSS_REGION
V2CMP_0035520,LSYN_0401,fast,0,V2_ZID_097,False,ZERO_HOP|CROSS_STATE|CROSS_REGION|SHORT_WINDOW
