hop_id,complaint_id,hop_sequence,from_account,to_account,amount_transferred,bank_channel,institution,event_timestamp,available_timestamp
HOP_V2CMP_0018061_5,V2CMP_0018061,5,ACCV2_0001136,ACCV2_0042783,54241.23,IMPS,Kotak,2026-02-04T23:23:46.318585,2026-02-05T00:26:46.318585
HOP_V2CMP_0018062_1,V2CMP_0018062,1,VICT_0061148,ACCV2_0039527,15137.68,UPI,Kotak,2026-02-20T00:13:35,2026-02-20T01:42:35
HOP_V2CMP_0018062_2,V2CMP_0018062,2,ACCV2_0039527,ACCV2_0010281,15137.68,IMPS,Axis,2026-02-20T00:32:02.431451,2026-02-20T01:46:02.431451
HOP_V2CMP_0018063_1,V2CMP_0018063,1,VICT_0061149,ACCV2_0034820,77509.12,UPI,SBI,2026-02-24T01:52:32,2026-02-24T02:36:32
HOP_V2CMP_0018063_2,V2CMP_0018063,2,ACCV2_0034820,ACCV2_0034819,57349.79,UPI,Paytm PB,2026-02-24T02:11:58.254985,2026-02-24T03:25:58.254985
HOP_V2CMP_0018063_3,V2CMP_0018063,3,ACCV2_0034819,ACCV2_0034820,57349.79,IMPS,,2026-02-24T02:16:49.008099,2026-02-24T03:45:49.008099
HOP_V2CMP_0018064_1,V2CMP_0018064,1,VICT_0061150,ACCV2_0001243,67326.37,UPI,Canara Bank,2026-02-14T21:38:58.138475,2026-02-14T23:02:58.138475
HOP_V2CMP_0018064_2,V2CMP_0018064,2,ACCV2_0001243,ACCV2_0042429,67326.37,RTGS,PNB,2026-02-14T21:40:07.814916,2026-02-14T22:57:07.814916
HOP_V2CMP_0018065_1,V2CMP_0018065,1,VICT_0061151,ACCV2_0022107,81539.38,NEFT,,2026-02-21T18:45:03.347053,2026-02-21T19:01:03.347053
HOP_V2CMP_0018066_1,V2CMP_0018066,1,VICT_0061152,ACCV2_0002096,34828.62,UPI,,2026-02-19T10:37:17.269113,2026-02-19T11:24:17.269113
HOP_V2CMP_0018066_2,V2CMP_0018066,2,ACCV2_0002096,ACCV2_0002094,20671.64,UPI,ICICI,2026-02-19T10:39:53.505791,2026-02-19T11:45:53.505791
HOP_V2CMP_0018066_3,V2CMP_0018066,3,ACCV2_0002094,ACCV2_0002095,20671.64,IMPS,HDFC,2026-02-19T11:02:54.676824,2026-02-19T11:19:54.676824
HOP_V2CMP_0018067_1,V2CMP_0018067,1,VICT_0061153,ACCV2_0020645,19024.99,UPI,HDFC,2026-02-28T19:14:04.903499,2026-02-28T19:29:04.903499
HOP_V2CMP_0018067_2,V2CMP_0018067,2,ACCV2_0020645,ACCV2_0038836,14398.47,NEFT,HDFC,2026-02-28T19:19:05.399187,2026-02-28T20:30:05.399187
HOP_V2CMP_0018067_3,V2CMP_0018067,3,ACCV2_0038836,ACCV2_0020626,14398.47,UPI,IndusInd,2026-02-28T19:24:54.501877,2026-02-28T20:35:54.501877
HOP_V2CMP_0018068_1,V2CMP_0018068,1,VICT_0061154,ACCV2_0026425,224014.85,IMPS,Bank of Baroda,2026-02-26T09:47:47.980355,2026-02-26T09:59:47.980355
HOP_V2CMP_0018068_2,V2CMP_0018068,2,ACCV2_0026425,ACCV2_0026424,204523.62,RTGS,,2026-02-26T09:58:37.421093,2026-02-26T11:18:37.421093
HOP_V2CMP_0018068_3,V2CMP_0018068,3,ACCV2_0026424,ACCV2_0026421,204523.62,UPI,Yes Bank,2026-02-26T10:26:44.926920,2026-02-26T11:34:44.926920
HOP_V2CMP_0018069_1,V2CMP_0018069,1,VICT_0061155,ACCV2_0006479,423126.41,IMPS,,2026-02-28T12:12:30.914257,2026-02-28T13:25:30.914257
HOP_V2CMP_0018069_2,V2CMP_0018069,2,ACCV2_0006479,ACCV2_0006478,253191.79,IMPS,Paytm PB,2026-02-28T12:14:10.048085,2026-02-28T13:12:10.048085
HOP_V2CMP_0018069_3,V2CMP_0018069,3,ACCV2_0006478,ACCV2_0006535,231483.6,UPI,Axis,2026-02-28T12:20:33.369229,2026-02-28T12:35:33.369229
HOP_V2CMP_0018069_4,V2CMP_0018069,4,ACCV2_0006535,ACCV2_0006478,231483.6,,ICICI,2026-02-28T12:23:53.084424,2026-02-28T13:49:53.084424
HOP_V2CMP_0018070_1,V2CMP_0018070,1,VICT_0061156,ACCV2_0013631,15820.97,UPI,Kotak,2026-02-24T12:15:50.309621,2026-02-24T12:27:50.309621
HOP_V2CMP_0018070_2,V2CMP_0018070,2,ACCV2_0013631,ACCV2_0013570,10932.72,NEFT,PNB,2026-02-24T14:23:15.381471,2026-02-24T14:48:15.381471
HOP_V2CMP_0018070_3,V2CMP_0018070,3,ACCV2_0013570,ACCV2_0013572,10932.72,UPI,ICICI,2026-02-24T14:25:06.698430,2026-02-24T15:32:06.698430
HOP_V2CMP_0018071_1,V2CMP_0018071,1,VICT_0061157,ACCV2_0004925,43259.24,UPI,SBI,2026-02-05T13:31:32.891788,2026-02-05T14:05:32.891788
HOP_V2CMP_0018071_2,V2CMP_0018071,2,ACCV2_0004925,ACCV2_0004927,27297.69,UPI,ICICI,2026-02-05T13:34:06.300927,2026-02-05T13:56:06.300927
HOP_V2CMP_0018071_3,V2CMP_0018071,3,ACCV2_0004927,ACCV2_0004925,27297.69,UPI,SBI,2026-02-05T13:36:55.661583,2026-02-05T14:08:55.661583
HOP_V2CMP_0018072_1,V2CMP_0018072,1,VICT_0061158,ACCV2_0037620,322350.31,IMPS,Bank of Baroda,2026-02-24T18:10:37.879837,2026-02-24T18:56:37.879837
HOP_V2CMP_0018072_2,V2CMP_0018072,2,ACCV2_0037620,ACCV2_0037629,322350.31,NEFT,Kotak,2026-02-24T18:11:56.751920,2026-02-24T19:33:56.751920
HOP_V2CMP_0018073_1,V2CMP_0018073,1,VICT_0061159,ACCV2_0000387,30247.95,IMPS,Kotak,2026-02-16T20:32:29.415367,2026-02-16T21:29:29.415367
HOP_V2CMP_0018073_2,V2CMP_0018073,2,ACCV2_0000387,ACCV2_0000386,22044.6,NEFT,PNB,2026-02-16T20:35:25.963741,2026-02-16T21:25:25.963741
HOP_V2CMP_0018073_3,V2CMP_0018073,3,ACCV2_0000386,ACCV2_0039318,20746.3,UPI,Paytm PB,2026-02-16T20:58:12.596944,2026-02-16T22:07:12.596944
HOP_V2CMP_0018073_4,V2CMP_0018073,4,ACCV2_0039318,ACCV2_0000388,15223.57,IMPS,SBI,2026-02-16T20:59:12.596944,2026-02-16T22:09:12.596944
HOP_V2CMP_0018073_5,V2CMP_0018073,5,ACCV2_0000388,ACCV2_0000386,15223.57,UPI,PNB,2026-02-16T21:06:51.146488,2026-02-16T21:27:51.146488
HOP_V2CMP_0018074_1,V2CMP_0018074,1,VICT_0061160,ACCV2_0042678,2063876.91,RTGS,Axis,2026-02-26T17:54:54.078940,2026-02-26T18:11:54.078940
HOP_V2CMP_0018074_2,V2CMP_0018074,2,ACCV2_0042678,ACCV2_0042658,1794111.09,IMPS,ICICI,2026-02-26T19:03:07.376756,2026-02-26T19:59:07.376756
HOP_V2CMP_0018074_3,V2CMP_0018074,3,ACCV2_0042658,ACCV2_0042658,1794111.09,UPI,IndusInd,2026-02-26T19:13:04.823282,2026-02-26T20:03:04.823282
HOP_V2CMP_0018075_1,V2CMP_0018075,1,VICT_0061161,ACCV2_0012703,600136.69,IMPS,Kotak,2026-02-10T12:11:16.157774,2026-02-10T13:30:16.157774
HOP_V2CMP_0018075_2,V2CMP_0018075,2,ACCV2_0012703,ACCV2_0012748,557815.0,IMPS,IndusInd,2026-02-10T12:12:16.157774,2026-02-10T12:22:16.157774
HOP_V2CMP_0018075_3,V2CMP_0018075,3,ACCV2_0012748,ACCV2_0012707,372702.63,UPI,Paytm PB,2026-02-10T12:24:50.361921,2026-02-10T12:35:50.361921
HOP_V2CMP_0018075_4,V2CMP_0018075,4,ACCV2_0012707,ACCV2_0012701,304428.11,RTGS,IndusInd,2026-02-10T12:32:52.270104,2026-02-10T12:58:52.270104
HOP_V2CMP_0018075_5,V2CMP_0018075,5,ACCV2_0012701,ACCV2_0012702,255203.21,UPI,PNB,2026-02-10T12:36:10.511195,2026-02-10T13:47:10.511195
HOP_V2CMP_0018075_6,V2CMP_0018075,6,ACCV2_0012702,ACCV2_0012701,255203.21,IMPS,Axis,2026-02-10T12:42:26.967599,2026-02-10T13:43:26.967599
HOP_V2CMP_0018076_1,V2CMP_0018076,1,VICT_0061162,ACCV2_0002658,2449397.52,UPI,Bank of Baroda,2026-02-06T00:21:04.600212,2026-02-06T01:44:04.600212
HOP_V2CMP_0018076_2,V2CMP_0018076,2,ACCV2_0002658,ACCV2_0002658,2312974.48,RTGS,SBI,2026-02-06T00:26:18.066372,2026-02-06T00:56:18.066372
HOP_V2CMP_0018076_3,V2CMP_0018076,3,ACCV2_0002658,ACCV2_0038835,2312974.48,NEFT,ICICI,2026-02-06T00:27:19.047157,2026-02-06T00:47:19.047157
HOP_V2CMP_0018077_1,V2CMP_0018077,1,VICT_0061163,ACCV2_0042302,18875.28,UPI,Canara Bank,2026-02-11T12:59:06.052159,2026-02-11T13:12:06.052159
HOP_V2CMP_0018077_2,V2CMP_0018077,2,ACCV2_0042302,ACCV2_0042301,17047.07,IMPS,ICICI,2026-02-11T13:00:06.052159,2026-02-11T14:06:06.052159
HOP_V2CMP_0018077_3,V2CMP_0018077,3,ACCV2_0042301,ACCV2_0042301,10404.62,UPI,IndusInd,2026-02-11T13:23:40.942644,2026-02-11T14:40:40.942644
HOP_V2CMP_0018077_4,V2CMP_0018077,4,ACCV2_0042301,ACCV2_0042301,10404.62,NEFT,PNB,2026-02-11T13:50:37.551322,2026-02-11T14:32:37.551322
HOP_V2CMP_0018078_1,V2CMP_0018078,1,VICT_0061164,ACCV2_0024846,131643.99,UPI,Canara Bank,2026-02-09T08:20:22.836167,2026-02-09T09:12:22.836167
HOP_V2CMP_0018078_2,V2CMP_0018078,2,ACCV2_0024846,ACCV2_0024886,131643.99,UPI,Axis,2026-02-09T08:33:55.758609,2026-02-09T09:05:55.758609
HOP_V2CMP_0018079_1,V2CMP_0018079,1,VICT_0061165,ACCV2_0028544,173881.44,UPI,HDFC,2026-02-08T10:12:19.196996,2026-02-08T10:27:19.196996
HOP_V2CMP_0018079_2,V2CMP_0018079,2,ACCV2_0028544,ACCV2_0028544,173881.44,RTGS,HDFC,2026-02-08T10:18:54.005456,2026-02-08T11:39:54.005456
HOP_V2CMP_0018080_1,V2CMP_0018080,1,VICT_0061166,ACCV2_0020672,22357.1,UPI,SBI,2026-02-20T21:51:41.268386,2026-02-20T22:58:41.268386
HOP_V2CMP_0018080_2,V2CMP_0018080,2,ACCV2_0020672,ACCV2_0020709,17358.98,UPI,PNB,2026-02-20T22:00:21.748157,2026-02-20T23:07:21.748157
HOP_V2CMP_0018080_3,V2CMP_0018080,3,ACCV2_0020709,ACCV2_0020670,10354.22,UPI,PNB,2026-02-20T22:36:12.934085,2026-02-20T23:04:12.934085
HOP_V2CMP_0018080_4,V2CMP_0018080,4,ACCV2_0020670,ACCV2_0020670,6010.73,IMPS,ICICI,2026-02-20T22:46:13.431821,2026-02-21T00:03:13.431821
HOP_V2CMP_0018080_5,V2CMP_0018080,5,ACCV2_0020670,ACCV2_0038975,6010.73,NEFT,Paytm PB,2026-02-20T22:51:12.758972,2026-02-20T23:03:12.758972
HOP_V2CMP_0018081_1,V2CMP_0018081,1,VICT_0061167,ACCV2_0038153,455308.7,RTGS,SBI,2026-02-12T08:05:34.435688,2026-02-12T09:30:34.435688
HOP_V2CMP_0018082_1,V2CMP_0018082,1,VICT_0061168,ACCV2_0039263,40044.06,UPI,ICICI,2026-02-04T17:15:22.905483,2026-02-04T18:19:22.905483
HOP_V2CMP_0018082_2,V2CMP_0018082,2,ACCV2_0039263,ACCV2_0039261,39814.74,IMPS,HDFC,2026-02-04T17:18:59.167737,2026-02-04T18:23:59.167737
HOP_V2CMP_0018082_3,V2CMP_0018082,3,ACCV2_0039261,ACCV2_0039299,29052.97,UPI,HDFC,2026-02-04T17:24:23.132557,2026-02-04T17:40:23.132557
HOP_V2CMP_0018082_4,V2CMP_0018082,4,ACCV2_0039299,ACCV2_0039261,26058.16,UPI,IndusInd,2026-02-04T17:26:33.059504,2026-02-04T18:55:33.059504
HOP_V2CMP_0018082_5,V2CMP_0018082,5,ACCV2_0039261,ACCV2_0039261,26058.16,UPI,SBI,2026-02-04T17:27:33.059504,2026-02-04T17:59:33.059504
HOP_V2CMP_0018083_1,V2CMP_0018083,1,VICT_0061169,ACCV2_0018565,386317.7,NEFT,Canara Bank,2026-02-23T10:09:44.167632,2026-02-23T11:20:44.167632
HOP_V2CMP_0018083_2,V2CMP_0018083,2,ACCV2_0018565,ACCV2_0018572,386317.7,UPI,SBI,2026-02-23T10:13:52.976294,2026-02-23T10:59:52.976294
HOP_V2CMP_0018086_1,V2CMP_0018086,1,VICT_0061172,ACCV2_0000090,307669.57,UPI,,2026-02-15T20:12:49,2026-02-15T21:19:49
HOP_V2CMP_0018086_2,V2CMP_0018086,2,ACCV2_0000090,ACCV2_0000090,272595.95,IMPS,PNB,2026-02-15T20:15:34.282636,2026-02-15T21:08:34.282636
HOP_V2CMP_0018086_3,V2CMP_0018086,3,ACCV2_0000090,ACCV2_0000090,163889.08,IMPS,Paytm PB,2026-02-15T20:24:44.030804,2026-02-15T20:53:44.030804
HOP_V2CMP_0018086_4,V2CMP_0018086,4,ACCV2_0000090,ACCV2_0000090,163889.08,IMPS,SBI,2026-02-15T20:26:15.228580,2026-02-15T21:29:15.228580
HOP_V2CMP_0018087_1,V2CMP_0018087,1,VICT_0061173,ACCV2_0037270,11871.61,UPI,HDFC,2026-02-24T16:07:57.807971,2026-02-24T17:03:57.807971
HOP_V2CMP_0018087_2,V2CMP_0018087,2,ACCV2_0037270,ACCV2_0037270,6797.65,UPI,PNB,2026-02-24T16:12:52.715534,2026-02-24T17:08:52.715534
HOP_V2CMP_0018087_3,V2CMP_0018087,3,ACCV2_0037270,ACCV2_0037270,4318.44,UPI,,2026-02-24T16:13:52.715534,2026-02-24T17:27:52.715534
HOP_V2CMP_0018087_4,V2CMP_0018087,4,ACCV2_0037270,ACCV2_0037304,2666.39,IMPS,SBI,2026-02-24T16:39:50.736801,2026-02-24T17:18:50.736801
HOP_V2CMP_0018087_5,V2CMP_0018087,5,ACCV2_0037304,ACCV2_0037270,1818.03,NEFT,Paytm PB,2026-02-24T16:40:50.736801,2026-02-24T17:34:50.736801
HOP_V2CMP_0018087_6,V2CMP_0018087,6,ACCV2_0037270,ACCV2_0037274,1818.03,UPI,PNB,2026-02-24T17:11:07.182192,2026-02-24T17:39:07.182192
HOP_V2CMP_0018088_1,V2CMP_0018088,1,VICT_0061174,ACCV2_0025023,62633.35,IMPS,Kotak,2026-02-02T06:13:24.734047,2026-02-02T07:14:24.734047
HOP_V2CMP_0018089_1,V2CMP_0018089,1,VICT_0061175,ACCV2_0030102,155002.92,UPI,HDFC,2026-02-28T22:29:15.630406,2026-02-28T23:29:15.630406
HOP_V2CMP_0018089_2,V2CMP_0018089,2,ACCV2_0030102,ACCV2_0040455,126292.26,UPI,Axis,2026-02-28T22:34:16.763533,2026-02-28T23:23:16.763533
HOP_V2CMP_0018089_3,V2CMP_0018089,3,ACCV2_0040455,ACCV2_0030098,97335.76,UPI,,2026-02-28T22:35:58.440304,2026-02-28T23:16:58.440304
HOP_V2CMP_0018089_4,V2CMP_0018089,4,ACCV2_0030098,ACCV2_0030101,97335.76,UPI,,2026-02-28T22:42:26.858262,2026-02-28T23:05:26.858262
HOP_V2CMP_0018090_1,V2CMP_0018090,1,VICT_0061176,ACCV2_0009190,364933.48,RTGS,HDFC,2026-02-15T11:30:07.146206,2026-02-15T12:55:07.146206
HOP_V2CMP_0018090_2,V2CMP_0018090,2,ACCV2_0009190,ACCV2_0009182,364933.48,UPI,HDFC,2026-02-15T11:59:12.610278,2026-02-15T12:38:12.610278
HOP_V2CMP_0018091_1,V2CMP_0018091,1,VICT_0061177,ACCV2_0006545,275534.8,UPI,Bank of Baroda,2026-02-14T08:02:25.317804,2026-02-14T08:20:25.317804
HOP_V2CMP_0018091_2,V2CMP_0018091,2,ACCV2_0006545,ACCV2_0006536,262931.97,UPI,Yes Bank,2026-02-14T08:09:20.212118,2026-02-14T09:30:20.212118
HOP_V2CMP_0018091_3,V2CMP_0018091,3,ACCV2_0006536,ACCV2_0006536,262931.97,UPI,IndusInd,2026-02-14T08:13:12.697875,2026-02-14T09:30:12.697875
HOP_V2CMP_0018092_1,V2CMP_0018092,1,VICT_0061178,ACCV2_0035674,7290.57,UPI,Axis,2026-02-19T09:47:03.304900,2026-02-19T09:57:03.304900
HOP_V2CMP_0018092_2,V2CMP_0018092,2,ACCV2_0035674,ACCV2_0035647,7288.12,IMPS,HDFC,2026-02-19T09:59:36.802471,2026-02-19T10:59:36.802471
HOP_V2CMP_0018092_3,V2CMP_0018092,3,ACCV2_0035647,ACCV2_0041429,7288.12,NEFT,Paytm PB,2026-02-19T10:07:47.707627,2026-02-19T10:45:47.707627
HOP_V2CMP_0018093_1,V2CMP_0018093,1,VICT_0061179,ACCV2_0019257,4961.03,IMPS,HDFC,2026-02-04T16:15:04.583772,2026-02-04T17:08:04.583772
HOP_V2CMP_0018093_2,V2CMP_0018093,2,ACCV2_0019257,ACCV2_0019279,4768.17,UPI,IndusInd,2026-02-04T17:40:07.065777,2026-02-04T18:32:07.065777
HOP_V2CMP_0018093_3,V2CMP_0018093,3,ACCV2_0019279,ACCV2_0019258,4768.17,NEFT,,2026-02-04T17:45:03.150293,2026-02-04T18:25:03.150293
HOP_V2CMP_0018094_1,V2CMP_0018094,1,VICT_0061180,ACCV2_0027531,18302.26,UPI,Canara Bank,2026-02-01T19:33:13.599461,2026-02-01T20:55:13.599461
HOP_V2CMP_0018094_2,V2CMP_0018094,2,ACCV2_0027531,ACCV2_0027538,10790.97,UPI,HDFC,2026-02-01T20:45:29.336563,2026-02-01T22:03:29.336563
HOP_V2CMP_0018094_3,V2CMP_0018094,3,ACCV2_0027538,ACCV2_0027530,7299.99,UPI,Kotak,2026-02-01T20:55:38.086209,2026-02-01T21:42:38.086209
HOP_V2CMP_0018094_4,V2CMP_0018094,4,ACCV2_0027530,ACCV2_0027566,7299.99,UPI,Kotak,2026-02-01T21:03:20.118560,2026-02-01T22:20:20.118560
HOP_V2CMP_0018095_1,V2CMP_0018095,1,VICT_0061181,ACCV2_0004864,5873.0,NEFT,Bank of Baroda,2026-02-02T23:21:55.513571,2026-02-02T23:53:55.513571
HOP_V2CMP_0018095_2,V2CMP_0018095,2,ACCV2_0004864,ACCV2_0004864,4420.05,UPI,SBI,2026-02-02T23:26:52.729511,2026-02-03T00:51:52.729511
HOP_V2CMP_0018095_3,V2CMP_0018095,3,ACCV2_0004864,ACCV2_0004863,4420.05,UPI,Kotak,2026-02-02T23:35:08.132288,2026-02-03T00:44:08.132288
HOP_V2CMP_0018096_1,V2CMP_0018096,1,VICT_0061182,ACCV2_0042613,186203.85,UPI,Canara Bank,2026-02-25T09:54:10.517149,2026-02-25T10:16:10.517149
HOP_V2CMP_0018096_2,V2CMP_0018096,2,ACCV2_0042613,ACCV2_0020082,183361.39,NEFT,ICICI,2026-02-25T10:00:25.330267,2026-02-25T10:20:25.330267
HOP_V2CMP_0018096_3,V2CMP_0018096,3,ACCV2_0020082,ACCV2_0020076,183361.39,NEFT,Yes Bank,2026-02-25T10:11:27.749795,2026-02-25T10:31:27.749795
HOP_V2CMP_0018097_1,V2CMP_0018097,1,VICT_0061183,ACCV2_0032607,141036.86,UPI,SBI,2026-02-17T10:09:48.712664,2026-02-17T11:15:48.712664
HOP_V2CMP_0018097_2,V2CMP_0018097,2,ACCV2_0032607,ACCV2_0032605,141036.86,NEFT,PNB,2026-02-17T10:10:48.712664,2026-02-17T11:08:48.712664
HOP_V2CMP_0018098_1,V2CMP_0018098,1,VICT_0061184,ACCV2_0014822,13763.41,RTGS,ICICI,2026-02-04T12:48:10.617573,2026-02-04T13:20:10.617573
HOP_V2CMP_0018098_2,V2CMP_0018098,2,ACCV2_0014822,ACCV2_0014824,13074.38,IMPS,Yes Bank,2026-02-04T12:59:43.242105,2026-02-04T14:16:43.242105
HOP_V2CMP_0018098_3,V2CMP_0018098,3,ACCV2_0014824,ACCV2_0014822,11264.58,NEFT,HDFC,2026-02-04T13:07:09.498331,2026-02-04T14:15:09.498331
HOP_V2CMP_0018098_4,V2CMP_0018098,4,ACCV2_0014822,ACCV2_0014827,11264.58,IMPS,IndusInd,2026-02-04T14:08:22.602496,2026-02-04T14:57:22.602496
HOP_V2CMP_0018099_1,V2CMP_0018099,1,VICT_0061185,ACCV2_0026823,5905763.85,UPI,,2026-02-09T16:52:52,2026-02-09T18:04:52
HOP_V2CMP_0018099_2,V2CMP_0018099,2,ACCV2_0026823,ACCV2_0026823,5905763.85,RTGS,Paytm PB,2026-02-09T16:55:31.686069,2026-02-09T17:19:31.686069
HOP_V2CMP_0018100_1,V2CMP_0018100,1,VICT_0061186,ACCV2_0026670,363592.26,UPI,SBI,2026-02-03T10:14:50.089410,2026-02-03T11:28:50.089410
HOP_V2CMP_0018100_2,V2CMP_0018100,2,ACCV2_0026670,ACCV2_0026667,363592.26,RTGS,IndusInd,2026-02-03T10:15:50.089410,2026-02-03T11:05:50.089410
HOP_V2CMP_0018101_1,V2CMP_0018101,1,VICT_0061187,ACCV2_0021508,48506.96,NEFT,Kotak,2026-02-21T19:05:58.309654,2026-02-21T20:09:58.309654
HOP_V2CMP_0018101_2,V2CMP_0018101,2,ACCV2_0021508,ACCV2_0021498,43251.86,UPI,Yes Bank,2026-02-21T19:11:11.643128,2026-02-21T19:53:11.643128
HOP_V2CMP_0018101_3,V2CMP_0018101,3,ACCV2_0021498,ACCV2_0021498,39122.9,IMPS,IndusInd,2026-02-21T20:08:25.213173,2026-02-21T21:38:25.213173
HOP_V2CMP_0018101_4,V2CMP_0018101,4,ACCV2_0021498,ACCV2_0021498,22818.33,IMPS,PNB,2026-02-21T20:11:56.637932,2026-02-21T21:07:56.637932
HOP_V2CMP_0018101_5,V2CMP_0018101,5,ACCV2_0021498,ACCV2_0021498,22818.33,IMPS,Yes Bank,2026-02-21T20:19:47.173130,2026-02-21T20:38:47.173130
HOP_V2CMP_0018102_1,V2CMP_0018102,1,VICT_0061188,ACCV2_0024085,91077.91,UPI,Canara Bank,2026-02-18T18:59:23,2026-02-18T20:09:23
HOP_V2CMP_0018102_2,V2CMP_0018102,2,ACCV2_0024085,ACCV2_0024084,78152.85,UPI,SBI,2026-02-18T19:05:02.448969,2026-02-18T19:45:02.448969
HOP_V2CMP_0018102_3,V2CMP_0018102,3,ACCV2_0024084,ACCV2_0024084,51310.86,UPI,IndusInd,2026-02-18T19:11:10.357408,2026-02-18T20:03:10.357408
HOP_V2CMP_0018102_4,V2CMP_0018102,4,ACCV2_0024084,ACCV2_0024114,51310.86,UPI,Paytm PB,2026-02-18T19:34:33.467810,2026-02-18T21:02:33.467810
HOP_V2CMP_0018103_1,V2CMP_0018103,1,VICT_0061189,ACCV2_0024168,61054.1,RTGS,Axis,2026-02-13T12:05:24.255901,2026-02-13T12:43:24.255901
HOP_V2CMP_0018103_2,V2CMP_0018103,2,ACCV2_0024168,ACCV2_0024168,51941.01,IMPS,,2026-02-13T12:07:20.574212,2026-02-13T13:02:20.574212
HOP_V2CMP_0018103_3,V2CMP_0018103,3,ACCV2_0024168,ACCV2_0024168,30444.12,IMPS,,2026-02-13T12:11:59.385784,2026-02-13T13:03:59.385784
HOP_V2CMP_0018103_4,V2CMP_0018103,4,ACCV2_0024168,ACCV2_0024168,30444.12,IMPS,Yes Bank,2026-02-13T12:31:51.082866,2026-02-13T12:46:51.082866
HOP_V2CMP_0018104_1,V2CMP_0018104,1,VICT_0061190,ACCV2_0019673,24923.37,NEFT,Canara Bank,2026-02-19T09:27:58.421879,2026-02-19T10:25:58.421879
HOP_V2CMP_0018105_1,V2CMP_0018105,1,VICT_0061191,ACCV2_0001085,102070.07,NEFT,Bank of Baroda,2026-02-07T08:56:16.449390,2026-02-07T09:45:16.449390
HOP_V2CMP_0018105_2,V2CMP_0018105,2,ACCV2_0001085,ACCV2_0001078,102070.07,UPI,SBI,2026-02-07T08:59:13.996915,2026-02-07T09:42:13.996915
HOP_V2CMP_0018106_1,V2CMP_0018106,1,VICT_0061192,ACCV2_0023074,21429.64,UPI,Axis,2026-02-14T05:16:40.946443,2026-02-14T05:49:40.946443
HOP_V2CMP_0018106_2,V2CMP_0018106,2,ACCV2_0023074,ACCV2_0023042,21305.42,UPI,ICICI,2026-02-14T05:20:41.819055,2026-02-14T06:29:41.819055
HOP_V2CMP_0018106_3,V2CMP_0018106,3,ACCV2_0023042,ACCV2_0023042,21305.42,IMPS,IndusInd,2026-02-14T05:22:36.295817,2026-02-14T06:41:36.295817
HOP_V2CMP_0018107_1,V2CMP_0018107,1,VICT_0061193,ACCV2_0000744,624977.95,NEFT,Bank of Baroda,2026-02-14T18:47:14.519949,2026-02-14T19:48:14.519949
HOP_V2CMP_0018107_2,V2CMP_0018107,2,ACCV2_0000744,ACCV2_0000745,624977.95,RTGS,SBI,2026-02-14T18:54:28.412311,2026-02-14T19:51:28.412311
HOP_V2CMP_0018108_1,V2CMP_0018108,1,VICT_0061194,ACCV2_0025137,138628.69,IMPS,SBI,2026-02-17T09:55:31,2026-02-17T11:14:31
HOP_V2CMP_0018108_2,V2CMP_0018108,2,ACCV2_0025137,ACCV2_0025163,138628.69,UPI,Yes Bank,2026-02-17T09:59:43.460271,2026-02-17T10:29:43.460271
HOP_V2CMP_0018109_1,V2CMP_0018109,1,VICT_0061195,ACCV2_0009058,136630.81,UPI,ICICI,2026-02-05T20:19:36.927078,2026-02-05T21:29:36.927078
HOP_V2CMP_0018109_2,V2CMP_0018109,2,ACCV2_0009058,ACCV2_0009058,136630.81,UPI,PNB,2026-02-05T20:22:32.014838,2026-02-05T21:42:32.014838
HOP_V2CMP_0018110_1,V2CMP_0018110,1,VICT_0061196,ACCV2_0010689,102341.93,UPI,Canara Bank,2026-02-02T08:12:52.911607,2026-02-02T09:34:52.911607
HOP_V2CMP_0018110_2,V2CMP_0018110,2,ACCV2_0010689,ACCV2_0010689,102341.93,IMPS,PNB,2026-02-02T08:13:52.911607,2026-02-02T08:42:52.911607
HOP_V2CMP_0018111_1,V2CMP_0018111,1,VICT_0061197,ACCV2_0035035,5512.23,NEFT,SBI,2026-02-18T10:33:04.820898,2026-02-18T11:15:04.820898
HOP_V2CMP_0018111_2,V2CMP_0018111,2,ACCV2_0035035,ACCV2_0035040,3481.22,UPI,Axis,2026-02-18T10:38:04.903832,2026-02-18T11:14:04.903832
HOP_V2CMP_0018111_3,V2CMP_0018111,3,ACCV2_0035040,ACCV2_0035049,2102.83,IMPS,,2026-02-18T10:49:44.203180,2026-02-18T11:56:44.203180
HOP_V2CMP_0018111_4,V2CMP_0018111,4,ACCV2_0035049,ACCV2_0035042,1532.12,IMPS,SBI,2026-02-18T10:58:49.071429,2026-02-18T11:41:49.071429
HOP_V2CMP_0018111_5,V2CMP_0018111,5,ACCV2_0035042,ACCV2_0035039,1532.12,UPI,PNB,2026-02-18T11:02:43.875826,2026-02-18T12:20:43.875826
HOP_V2CMP_0018112_1,V2CMP_0018112,1,VICT_0061198,ACCV2_0030045,10282.33,UPI,Kotak,2026-02-17T07:36:46.268755,2026-02-17T08:26:46.268755
HOP_V2CMP_0018112_2,V2CMP_0018112,2,ACCV2_0030045,ACCV2_0030049,6353.85,UPI,SBI,2026-02-17T07:47:19.383206,2026-02-17T08:59:19.383206
HOP_V2CMP_0018112_3,V2CMP_0018112,3,ACCV2_0030049,ACCV2_0038984,4464.05,UPI,PNB,2026-02-17T07:48:36.467642,2026-02-17T08:36:36.467642
