complaint_id,typology_id,typology_name,amount_inr,victim_state,victim_district,victim_zone_id,incident_timestamp,complaint_timestamp,available_timestamp
V2CMP_0017498,TYP_07,Digital Arrest,416776.92,Odisha,Khordha,V2_ZID_067,2026-02-10T10:52:14,2026-02-11T11:47:21.811640,2026-02-11T12:08:21.811640
V2CMP_0017499,TYP_01,OTP / KYC Fraud,5517.84,Haryana,Panipat,V2_ZID_015,2026-02-05T08:11:44,2026-02-05T14:19:57.147805,2026-02-05T14:36:57.147805
V2CMP_0017500,TYP_02,Fake Loan App,11855.06,West Bengal,Darjeeling,V2_ZID_070,2026-02-04T19:16:13,2026-02-04T21:05:00.469662,2026-02-04T21:47:00.469662
V2CMP_0017501,TYP_02,Fake Loan App,6569.08,Madhya Pradesh,Bhopal,V2_ZID_073,2026-02-14T08:53:12,2026-02-14T17:01:08.916019,2026-02-14T17:46:08.916019
V2CMP_0017502,TYP_05,Sextortion,47893.3,Gujarat,Vadodara,V2_ZID_048,2026-02-20T23:23:30,2026-02-22T22:25:13.544369,2026-02-22T22:49:13.544369
V2CMP_0017503,TYP_07,Digital Arrest,688424.99,Rajasthan,Jodhpur,V2_ZID_051,2026-02-09T07:16:27,2026-02-09T12:31:23.854841,2026-02-09T12:38:23.854841
V2CMP_0017504,TYP_09,Romance / Honey Trap Scam,633195.52,Karnataka,Bengaluru Urban,V2_ZID_036,2026-02-28T12:18:14,2026-03-02T04:58:18.452684,2026-03-02T05:26:18.452684
V2CMP_0017505,TYP_03,Part-Time Job Scam,103276.45,Kerala,Kollam,V2_ZID_112,2026-02-10T13:55:34,2026-02-10T17:04:45.766003,2026-02-10T17:41:45.766003
V2CMP_0017506,TYP_01,OTP / KYC Fraud,23926.41,Punjab,Jalandhar,V2_ZID_099,2026-02-01T20:45:53,2026-02-01T21:37:28.996239,2026-02-01T21:51:28.996239
V2CMP_0017507,TYP_04,Investment / Crypto Scam,337926.55,Andhra Pradesh,Krishna,V2_ZID_030,2026-02-12T03:26:47,2026-02-13T01:10:19.902229,2026-02-14T03:59:12.493479
V2CMP_0017508,TYP_07,Digital Arrest,677029.72,Chhattisgarh,Durg,V2_ZID_085,2026-02-17T19:31:10,2026-02-19T00:35:17.982120,2026-02-19T00:45:17.982120
V2CMP_0017509,TYP_06,Marketplace / OLX Fraud,42067.59,Tamil Nadu,Coimbatore,V2_ZID_025,2026-02-01T17:04:36,2026-02-01T19:54:18.305498,2026-02-01T20:07:18.305498
V2CMP_0017510,TYP_01,OTP / KYC Fraud,21436.73,Haryana,Faridabad,V2_ZID_008,2026-02-26T20:03:44,2026-02-26T21:41:50.126050,2026-02-26T21:48:50.126050
V2CMP_0017511,TYP_06,Marketplace / OLX Fraud,41393.15,Maharashtra,Mumbai City,V2_ZID_039,2026-02-01T14:55:53,2026-02-01T15:53:44.911174,2026-02-01T16:31:44.911174
V2CMP_0017512,TYP_02,Fake Loan App,11399.81,Jharkhand,Ranchi,V2_ZID_065,2026-02-22T15:29:21,2026-02-23T04:21:52.399544,2026-02-23T05:02:52.399544
V2CMP_0017513,TYP_01,OTP / KYC Fraud,50779.55,Bihar,Muzaffarpur,V2_ZID_060,2026-02-10T14:04:28,2026-02-10T17:04:23.862767,2026-02-10T17:11:23.862767
V2CMP_0017514,TYP_01,OTP / KYC Fraud,22914.64,Maharashtra,Mumbai City,V2_ZID_039,2026-02-02T13:21:35,2026-02-02T14:43:56.887966,2026-02-02T15:18:56.887966
V2CMP_0017515,TYP_01,OTP / KYC Fraud,30579.83,Tamil Nadu,Chennai,V2_ZID_024,2026-02-19T09:22:00,2026-02-19T10:54:45.207157,2026-02-19T11:05:45.207157
V2CMP_0017516,TYP_01,OTP / KYC Fraud,13196.12,Gujarat,Vadodara,V2_ZID_048,2026-02-17T11:09:11,2026-02-17T12:24:45.112460,2026-02-19T13:05:41.616134
V2CMP_0017517,TYP_02,Fake Loan App,25829.55,Uttar Pradesh,Meerut,V2_ZID_018,2026-02-02T07:26:39,2026-02-02T16:34:04.594541,2026-02-02T16:58:04.594541
V2CMP_0017518,TYP_03,Part-Time Job Scam,136909.05,Uttar Pradesh,Varanasi,V2_ZID_011,2026-02-12T08:09:56,2026-02-12T09:53:31.108848,2026-02-12T10:30:31.108848
V2CMP_0017519,TYP_01,OTP / KYC Fraud,31901.28,Himachal Pradesh,Shimla,V2_ZID_105,2026-02-24T00:04:22,2026-02-24T01:41:42.926076,2026-02-24T02:03:42.926076
V2CMP_0017520,TYP_07,Digital Arrest,124749.35,Telangana,Hyderabad,V2_ZID_021,2026-02-12T12:37:04,2026-02-12T17:18:25.211844,2026-02-12T17:24:25.211844
V2CMP_0017521,TYP_06,Marketplace / OLX Fraud,11987.87,Maharashtra,Thane,V2_ZID_041,2026-02-05T18:26:12,2026-02-06T09:01:00.818381,2026-02-06T09:37:00.818381
V2CMP_0017522,TYP_06,Marketplace / OLX Fraud,9909.64,Madhya Pradesh,Gwalior,V2_ZID_076,2026-02-04T12:24:00,2026-02-04T13:26:01.735070,2026-02-04T13:39:01.735070
V2CMP_0017523,TYP_04,Investment / Crypto Scam,161799.61,Assam,Kamrup Metro,V2_ZID_087,2026-02-12T21:00:59,2026-02-13T18:04:34.502960,2026-02-13T18:28:34.502960
V2CMP_0017524,TYP_02,Fake Loan App,6970.63,Haryana,Rohtak,V2_ZID_016,2026-02-17T07:49:11,2026-02-18T06:23:42.055876,2026-02-18T07:05:42.055876
V2CMP_0017525,TYP_02,Fake Loan App,10099.03,Gujarat,Surat,V2_ZID_047,2026-02-18T20:24:34,2026-02-18T22:07:21.593832,2026-02-18T22:33:21.593832
V2CMP_0017526,TYP_07,Digital Arrest,133726.69,Rajasthan,Jodhpur,V2_ZID_051,2026-02-03T11:55:30,2026-02-04T09:58:44.971700,2026-02-04T10:05:44.971700
V2CMP_0017527,TYP_02,Fake Loan App,28451.26,Haryana,Ambala,V2_ZID_104,2026-02-02T12:46:55,2026-02-02T15:49:57.524109,2026-02-02T16:14:57.524109
V2CMP_0017528,TYP_08,SIM Swap / Account Takeover,70613.12,Andhra Pradesh,Tirupati,V2_ZID_034,2026-02-21T11:38:49,2026-02-21T13:59:40.882258,2026-02-21T14:16:40.882258
V2CMP_0017529,TYP_01,OTP / KYC Fraud,47425.6,Assam,Dibrugarh,V2_ZID_088,2026-02-04T09:47:26,2026-02-04T10:05:11.422390,2026-02-04T10:47:11.422390
V2CMP_0017530,TYP_08,SIM Swap / Account Takeover,92144.88,Haryana,Hisar,V2_ZID_103,2026-02-05T20:02:13,2026-02-05T21:41:46.558834,2026-02-05T21:48:46.558834
V2CMP_0017531,TYP_04,Investment / Crypto Scam,246149.56,Gujarat,Ahmedabad,V2_ZID_046,2026-02-16T19:41:13,2026-02-16T20:48:26.002411,2026-02-16T21:28:26.002411
V2CMP_0017532,TYP_06,Marketplace / OLX Fraud,7641.64,Madhya Pradesh,,V2_ZID_073,2026-02-12T17:52:38,2026-02-16T21:44:21.641599,2026-02-16T21:58:21.641599
V2CMP_0017533,TYP_05,Sextortion,42302.17,Kerala,Palakkad,V2_ZID_114,2026-02-08T10:36:19,2026-02-08T11:25:55.262000,2026-02-08T11:46:55.262000
V2CMP_0017534,TYP_02,Fake Loan App,5650.25,Rajasthan,Alwar,V2_ZID_054,2026-02-23T18:32:10,2026-02-28T10:09:07.847404,2026-02-28T10:34:07.847404
V2CMP_0017535,TYP_01,OTP / KYC Fraud,18297.02,Meghalaya,East Khasi Hills,V2_ZID_090,2026-02-08T10:31:32,2026-02-08T13:44:56.277848,2026-02-08T14:22:56.277848
V2CMP_0017536,TYP_07,Digital Arrest,2272728.77,Maharashtra,Jalgaon,V2_ZID_080,2026-02-14T14:15:12,2026-02-14T19:12:56.740075,2026-02-14T19:51:56.740075
V2CMP_0017537,TYP_10,Courier / Parcel Scam,18193.24,Gujarat,Gandhinagar,V2_ZID_056,2026-02-18T11:26:54,2026-02-19T22:58:02.703514,2026-02-19T23:33:02.703514
V2CMP_0017538,TYP_02,Fake Loan App,6189.37,Jammu & Kashmir,Jammu,V2_ZID_108,2026-02-22T10:34:07,2026-02-25T01:56:13.329242,2026-02-25T02:11:13.329242
V2CMP_0017539,TYP_02,Fake Loan App,9324.91,Maharashtra,,V2_ZID_080,2026-02-02T04:25:19,2026-02-02T05:24:20.775077,2026-02-02T05:57:20.775077
V2CMP_0017540,TYP_05,Sextortion,92613.01,Chhattisgarh,Durg,V2_ZID_085,2026-02-28T16:02:11,2026-02-28T16:52:21.864128,2026-02-28T17:37:21.864128
V2CMP_0017541,TYP_02,Fake Loan App,9713.47,Kerala,,V2_ZID_112,2026-02-17T14:37:50,2026-02-17T16:17:57.967992,2026-02-19T15:08:43.715241
V2CMP_0017542,TYP_01,OTP / KYC Fraud,18509.89,Bihar,Katihar,V2_ZID_072,2026-02-19T22:25:14,2026-02-24T19:20:38.129474,2026-02-24T19:57:38.129474
V2CMP_0017543,TYP_04,Investment / Crypto Scam,877500.08,Haryana,Faridabad,V2_ZID_008,2026-02-13T11:49:08,2026-02-14T01:25:24.985256,2026-02-15T12:23:44.288554
V2CMP_0017544,TYP_04,Investment / Crypto Scam,168338.57,Madhya Pradesh,Gwalior,V2_ZID_076,2026-02-18T19:50:46,2026-02-22T01:17:10.906649,2026-02-22T01:39:10.906649
V2CMP_0017545,TYP_06,Marketplace / OLX Fraud,3297.36,Kerala,,V2_ZID_113,2026-02-20T11:52:39,2026-02-20T13:02:52.699160,2026-02-20T13:42:52.699160
V2CMP_0017546,TYP_07,Digital Arrest,264822.7,Madhya Pradesh,Ujjain,V2_ZID_081,2026-02-27T18:13:25,2026-02-27T21:22:23.065181,2026-02-27T22:00:23.065181
V2CMP_0017547,TYP_05,Sextortion,39095.14,Telangana,Hyderabad,V2_ZID_022,2026-02-23T18:04:21,2026-02-23T20:00:29.571874,2026-02-23T20:25:29.571874
V2CMP_0017548,TYP_04,Investment / Crypto Scam,193088.94,Maharashtra,Aurangabad (Chh.Sambhajinagar),V2_ZID_045,2026-02-01T19:37:55,2026-02-05T19:39:48.155515,2026-02-05T20:15:48.155515
V2CMP_0017549,TYP_01,OTP / KYC Fraud,19276.44,Karnataka,Bengaluru Urban,V2_ZID_019,2026-02-16T21:31:32,2026-02-16T22:14:04.072635,2026-02-16T22:31:04.072635
V2CMP_0017550,TYP_03,Part-Time Job Scam,38163.19,Bihar,Bhagalpur,V2_ZID_062,2026-02-18T09:25:26,2026-02-20T09:03:48.429133,2026-02-20T09:14:48.429133
V2CMP_0017551,TYP_05,Sextortion,87561.5,Telangana,Hyderabad,V2_ZID_022,2026-02-16T09:10:33,2026-02-17T07:46:02.851637,2026-02-17T08:25:02.851637
V2CMP_0017552,TYP_02,Fake Loan App,9858.85,Uttar Pradesh,Ghaziabad,V2_ZID_007,2026-02-23T12:36:43,2026-02-28T10:38:25.720605,2026-02-28T11:14:25.720605
V2CMP_0017553,TYP_01,OTP / KYC Fraud,23084.12,Maharashtra,Nagpur,V2_ZID_044,2026-02-14T12:47:04,2026-02-14T13:48:02.319918,2026-02-14T13:57:02.319918
V2CMP_0017554,TYP_03,Part-Time Job Scam,172142.99,Chhattisgarh,Bilaspur,V2_ZID_079,2026-02-02T11:49:34,2026-02-02T18:03:21.332478,2026-02-02T18:15:21.332478
V2CMP_0017555,TYP_02,Fake Loan App,30228.15,Punjab,Amritsar,V2_ZID_097,2026-02-23T07:47:42,2026-02-23T09:00:31.861928,2026-02-23T09:25:31.861928
V2CMP_0017556,TYP_03,Part-Time Job Scam,70429.94,Rajasthan,Alwar,V2_ZID_054,2026-02-12T00:51:35,2026-02-12T16:47:28.986197,2026-02-12T17:16:28.986197
V2CMP_0017557,TYP_06,Marketplace / OLX Fraud,2252.98,Maharashtra,Aurangabad (Chh.Sambhajinagar),V2_ZID_045,2026-02-26T16:20:32,2026-02-26T18:30:17.235800,2026-02-26T18:56:17.235800
V2CMP_0017558,TYP_07,Digital Arrest,219519.42,Haryana,Gurugram,V2_ZID_003,2026-02-23T19:36:55,2026-02-23T20:29:41.163602,2026-02-23T20:46:41.163602
V2CMP_0017559,TYP_01,OTP / KYC Fraud,38511.14,Madhya Pradesh,Jabalpur,V2_ZID_075,2026-02-07T08:18:36,2026-02-07T10:05:50.318737,2026-02-07T10:38:50.318737
V2CMP_0017560,TYP_09,Romance / Honey Trap Scam,298787.35,Assam,Sonitpur,V2_ZID_094,2026-02-16T07:52:10,2026-02-16T09:39:20.172795,2026-02-16T10:12:20.172795
V2CMP_0017561,TYP_01,OTP / KYC Fraud,19447.26,Bihar,Patna,V2_ZID_059,2026-02-28T10:55:48,2026-02-28T12:11:13.940130,2026-02-28T12:24:13.940130
V2CMP_0017562,TYP_09,Romance / Honey Trap Scam,54406.65,Assam,Jorhat,V2_ZID_093,2026-02-02T18:52:27,2026-02-04T16:56:17.204115,2026-02-04T17:09:17.204115
V2CMP_0017563,TYP_09,Romance / Honey Trap Scam,190093.24,Odisha,Puri,V2_ZID_119,2026-02-24T17:32:05,2026-02-24T19:23:42.439386,2026-02-24T19:32:42.439386
V2CMP_0017564,TYP_04,Investment / Crypto Scam,497301.5,Kerala,Palakkad,V2_ZID_114,2026-02-21T18:36:18,2026-02-21T23:15:26.598451,2026-02-21T23:31:26.598451
V2CMP_0017565,TYP_03,Part-Time Job Scam,276341.62,West Bengal,Kolkata,V2_ZID_058,2026-02-21T11:56:32,2026-02-25T07:35:50.877456,2026-02-25T07:55:50.877456
V2CMP_0017566,TYP_01,OTP / KYC Fraud,48683.46,Rajasthan,Jodhpur,V2_ZID_051,2026-02-10T21:43:08,2026-02-11T00:01:12.950731,2026-02-11T00:28:12.950731
V2CMP_0017567,TYP_02,Fake Loan App,4910.82,Uttar Pradesh,Gautam Buddha Nagar,V2_ZID_004,2026-02-20T14:00:52,2026-02-20T16:06:09.511463,2026-02-20T16:38:09.511463
V2CMP_0017568,TYP_06,Marketplace / OLX Fraud,12140.94,Rajasthan,Ajmer,V2_ZID_082,2026-02-20T16:26:03,2026-02-20T16:51:23.610219,2026-02-20T17:10:23.610219
V2CMP_0017569,TYP_01,OTP / KYC Fraud,64890.04,Rajasthan,Ajmer,V2_ZID_082,2026-02-14T17:12:52,2026-02-16T07:56:01.018351,2026-02-16T08:13:01.018351
V2CMP_0017570,TYP_07,Digital Arrest,67608.14,Chhattisgarh,Raipur,V2_ZID_078,2026-02-05T20:18:04,2026-02-08T01:02:33.980825,2026-02-08T01:27:33.980825
V2CMP_0017571,TYP_06,Marketplace / OLX Fraud,8443.11,Punjab,Bathinda,V2_ZID_101,2026-02-01T20:24:42,2026-02-01T22:11:33.313165,2026-02-01T22:37:33.313165
V2CMP_0017572,TYP_07,Digital Arrest,101438.31,Jharkhand,Jamtara,V2_ZID_063,2026-02-21T08:44:35,2026-02-22T02:27:20.032870,2026-02-22T02:51:20.032870
V2CMP_0017573,TYP_04,Investment / Crypto Scam,122460.34,Uttar Pradesh,Varanasi,V2_ZID_011,2026-02-11T16:46:43,2026-02-11T23:53:58.783376,2026-02-12T00:07:58.783376
V2CMP_0017574,TYP_08,SIM Swap / Account Takeover,105129.31,Kerala,Kannur,V2_ZID_113,2026-02-19T21:18:53,2026-02-21T22:59:27.499854,2026-02-21T23:06:27.499854
V2CMP_0017575,TYP_04,Investment / Crypto Scam,582016.78,Andhra Pradesh,Vizianagaram,V2_ZID_118,2026-02-27T09:05:05,2026-02-27T15:24:25.910976,2026-02-27T16:07:25.910976
V2CMP_0017576,TYP_09,Romance / Honey Trap Scam,137429.89,Bihar,,V2_ZID_061,2026-02-25T12:36:34,2026-02-26T04:37:46.741490,2026-02-26T05:08:46.741490
V2CMP_0017577,TYP_01,OTP / KYC Fraud,28819.03,Haryana,Hisar,V2_ZID_103,2026-02-13T13:34:14,2026-02-13T14:56:18.808392,2026-02-13T15:15:18.808392
V2CMP_0017578,TYP_02,Fake Loan App,30007.31,Nagaland,Kohima,V2_ZID_095,2026-02-21T14:01:05,2026-02-21T20:17:57.969280,2026-02-21T21:01:57.969280
V2CMP_0017579,TYP_08,SIM Swap / Account Takeover,107191.79,Andhra Pradesh,Srikakulam,V2_ZID_120,2026-02-28T17:53:34,2026-03-01T14:05:10.550198,2026-03-01T14:21:10.550198
V2CMP_0017580,TYP_02,Fake Loan App,6828.74,Gujarat,Ahmedabad,V2_ZID_046,2026-02-12T11:46:23,2026-02-12T17:36:33.454084,2026-02-12T17:51:33.454084
V2CMP_0017581,TYP_10,Courier / Parcel Scam,17381.29,Odisha,Puri,V2_ZID_119,2026-02-01T10:55:52,2026-02-02T21:49:04.550629,2026-02-03T12:24:22.593915
V2CMP_0017582,TYP_07,Digital Arrest,1088408.61,Punjab,Hoshiarpur,V2_ZID_102,2026-02-26T17:20:27,2026-02-28T05:53:22.103942,2026-02-28T06:36:22.103942
V2CMP_0017583,TYP_09,Romance / Honey Trap Scam,232641.55,Rajasthan,Bharatpur,V2_ZID_055,2026-02-05T12:05:04,2026-02-05T20:04:39.458637,2026-02-05T20:21:39.458637
V2CMP_0017584,TYP_06,Marketplace / OLX Fraud,6210.87,Tamil Nadu,Chennai,V2_ZID_024,2026-02-17T21:19:28,2026-02-18T00:55:40.559657,2026-02-18T01:09:40.559657
V2CMP_0017585,TYP_02,Fake Loan App,18181.61,Assam,Sonitpur,V2_ZID_094,2026-02-26T09:19:27,2026-02-26T14:53:49.619111,2026-02-26T15:18:49.619111
V2CMP_0017586,TYP_07,Digital Arrest,137442.44,Rajasthan,Bharatpur,V2_ZID_055,2026-02-17T20:48:39,2026-02-18T00:23:25.467694,2026-02-18T00:52:25.467694
V2CMP_0017587,TYP_02,Fake Loan App,19214.82,Karnataka,Bengaluru Urban,V2_ZID_019,2026-02-19T10:53:02,2026-02-19T11:44:15.304867,2026-02-19T12:16:15.304867
V2CMP_0017588,TYP_10,Courier / Parcel Scam,36043.45,Uttar Pradesh,Varanasi,V2_ZID_011,2026-02-22T11:27:39,2026-02-22T13:16:30.334802,2026-02-22T13:36:30.334802
V2CMP_0017589,TYP_01,OTP / KYC Fraud,59127.54,Andhra Pradesh,,V2_ZID_030,2026-02-16T11:16:53,2026-02-16T11:55:56.691719,2026-02-16T12:12:56.691719
V2CMP_0017590,TYP_02,Fake Loan App,22136.02,Karnataka,Dharwad,V2_ZID_033,2026-02-17T06:19:49,2026-02-17T09:34:56.523628,2026-02-17T09:51:56.523628
V2CMP_0017591,TYP_03,Part-Time Job Scam,38719.29,Kerala,Thrissur,V2_ZID_037,2026-02-08T09:52:14,2026-02-08T11:42:02.523350,2026-02-08T12:14:02.523350
V2CMP_0017592,TYP_02,Fake Loan App,6630.22,Tamil Nadu,Coimbatore,V2_ZID_025,2026-02-10T07:58:08,2026-02-10T09:02:25.148419,2026-02-10T09:41:25.148419
V2CMP_0017593,TYP_08,SIM Swap / Account Takeover,86648.92,Rajasthan,Bikaner,V2_ZID_083,2026-02-11T09:47:08,2026-02-11T13:13:56.919692,2026-02-11T13:24:56.919692
V2CMP_0017594,TYP_01,OTP / KYC Fraud,32162.13,Gujarat,Vadodara,V2_ZID_048,2026-02-11T10:51:22,2026-02-11T11:21:22,2026-02-11T11:33:22
V2CMP_0017595,TYP_06,Marketplace / OLX Fraud,4753.74,Bihar,Gaya,V2_ZID_061,2026-02-12T20:02:09,2026-02-12T22:27:07.176468,2026-02-12T23:12:07.176468
V2CMP_0017596,TYP_03,Part-Time Job Scam,14013.51,Gujarat,Gandhinagar,V2_ZID_056,2026-02-28T18:32:24,2026-03-01T01:14:46.386463,2026-03-01T01:36:46.386463
V2CMP_0017597,TYP_07,Digital Arrest,768402.14,Gujarat,Vadodara,V2_ZID_048,2026-02-15T16:21:14,2026-02-16T00:13:52.920446,2026-02-17T17:05:31.073458
V2CMP_0017598,TYP_04,Investment / Crypto Scam,1037356.55,Punjab,Amritsar,V2_ZID_097,2026-02-04T23:05:50,2026-02-05T08:26:15.335625,2026-02-05T09:00:15.335625
V2CMP_0017599,TYP_04,Investment / Crypto Scam,1152233.64,Gujarat,Rajkot,V2_ZID_049,2026-02-19T09:18:36,2026-02-21T04:51:31.914120,2026-02-21T05:36:31.914120
V2CMP_0017600,TYP_03,Part-Time Job Scam,18573.29,Karnataka,Bengaluru Urban,V2_ZID_020,2026-02-09T04:06:47,2026-02-09T16:40:03.378963,2026-02-09T17:02:03.378963
V2CMP_0017601,TYP_06,Marketplace / OLX Fraud,6431.76,Karnataka,Dharwad,V2_ZID_033,2026-02-19T06:29:01,2026-02-19T09:37:33.975761,2026-02-19T09:58:33.975761
V2CMP_0017602,TYP_09,Romance / Honey Trap Scam,438400.95,Andhra Pradesh,Prakasam,V2_ZID_117,2026-02-11T21:35:11,2026-02-13T10:18:38.062361,2026-02-13T10:48:38.062361
V2CMP_0017603,TYP_08,SIM Swap / Account Takeover,48742.2,Tamil Nadu,Coimbatore,V2_ZID_025,2026-02-01T06:59:22,2026-02-01T08:01:01.418287,2026-02-01T08:14:01.418287
V2CMP_0017604,TYP_07,Digital Arrest,1645865.75,Maharashtra,Thane,V2_ZID_041,2026-02-08T20:14:50,2026-02-09T03:18:22.459248,2026-02-09T03:32:22.459248
V2CMP_0017605,TYP_05,Sextortion,9687.82,Odisha,Dhenkanal,V2_ZID_069,2026-02-09T09:09:18,2026-02-10T12:14:27.065995,2026-02-10T12:33:27.065995
V2CMP_0017606,TYP_07,Digital Arrest,975544.12,Nagaland,Kohima,V2_ZID_095,2026-02-21T06:53:11,2026-02-21T07:53:49.124195,2026-02-21T08:38:49.124195
V2CMP_0017607,TYP_07,Digital Arrest,350381.88,Gujarat,Surat,V2_ZID_047,2026-02-11T11:11:41,2026-02-11T14:48:44.829614,2026-02-11T15:31:44.829614
V2CMP_0017608,TYP_09,Romance / Honey Trap Scam,40932.85,Andhra Pradesh,Tirupati,V2_ZID_034,2026-02-13T10:07:24,2026-02-13T11:28:57.298159,2026-02-13T11:40:57.298159
V2CMP_0017609,TYP_06,Marketplace / OLX Fraud,34545.76,Andhra Pradesh,Tirupati,V2_ZID_034,2026-02-20T06:17:54,2026-02-20T06:53:50.302933,2026-02-22T09:27:56.288105
V2CMP_0017610,TYP_09,Romance / Honey Trap Scam,733021.01,Rajasthan,Ajmer,V2_ZID_082,2026-02-02T18:31:04,2026-02-03T17:39:59.762474,2026-02-03T17:58:59.762474
V2CMP_0017611,TYP_01,OTP / KYC Fraud,18089.25,Gujarat,Surat,V2_ZID_047,2026-02-15T19:16:28,2026-02-16T00:23:01.177191,2026-02-16T00:38:01.177191
V2CMP_0017612,TYP_06,Marketplace / OLX Fraud,12872.85,Chandigarh,Chandigarh,V2_ZID_014,2026-02-23T11:32:53,2026-02-23T12:26:39.389293,2026-02-23T13:10:39.389293
V2CMP_0017613,TYP_03,Part-Time Job Scam,61161.95,Rajasthan,Bikaner,V2_ZID_083,2026-02-22T10:29:16,2026-02-22T20:41:52.893504,2026-02-22T21:10:52.893504
V2CMP_0017614,TYP_04,Investment / Crypto Scam,1449803.47,Rajasthan,Kota,V2_ZID_052,2026-02-25T06:36:51,2026-02-25T23:28:51.943018,2026-02-26T00:09:51.943018
V2CMP_0017615,TYP_07,Digital Arrest,702636.28,Uttar Pradesh,Ghaziabad,V2_ZID_007,2026-02-19T10:32:04,2026-02-20T03:56:34.509393,2026-02-20T04:09:34.509393
V2CMP_0017616,TYP_07,Digital Arrest,994195.68,Karnataka,,V2_ZID_032,2026-02-07T18:12:18,2026-02-07T20:31:36.964072,2026-02-07T20:39:36.964072
V2CMP_0017617,TYP_09,Romance / Honey Trap Scam,794971.44,Andhra Pradesh,East Godavari,V2_ZID_116,2026-02-18T08:18:28,2026-02-22T18:23:26.947128,2026-02-22T18:40:26.947128
V2CMP_0017618,TYP_08,SIM Swap / Account Takeover,38847.2,Karnataka,Dharwad,V2_ZID_033,2026-02-14T09:15:54,2026-02-14T10:41:03.288774,2026-02-14T10:49:03.288774
V2CMP_0017619,TYP_04,Investment / Crypto Scam,207585.17,Andhra Pradesh,Tirupati,V2_ZID_034,2026-02-28T08:49:46,2026-02-28T19:44:34.750254,2026-02-28T20:22:34.750254
V2CMP_0017620,TYP_03,Part-Time Job Scam,69304.9,Andhra Pradesh,East Godavari,V2_ZID_116,2026-02-06T17:57:03,2026-02-07T01:00:29.297645,2026-02-07T01:17:29.297645
V2CMP_0017621,TYP_01,OTP / KYC Fraud,23062.25,Karnataka,,V2_ZID_109,2026-02-22T11:32:45,2026-02-24T09:39:23.474205,2026-02-24T10:11:23.474205
V2CMP_0017622,TYP_03,Part-Time Job Scam,133879.86,Telangana,Hanumakonda,V2_ZID_035,2026-02-11T16:22:57,2026-02-12T11:28:43.458026,2026-02-12T11:38:43.458026
V2CMP_0017623,TYP_03,Part-Time Job Scam,60665.11,Delhi,South Delhi,V2_ZID_002,2026-02-07T16:39:37,2026-02-07T18:55:05.886717,2026-02-07T19:01:05.886717
V2CMP_0017624,TYP_04,Investment / Crypto Scam,621852.28,Kerala,Thrissur,V2_ZID_037,2026-02-09T03:08:09,2026-02-09T09:57:30.531388,2026-02-09T10:02:30.531388
V2CMP_0017625,TYP_05,Sextortion,18893.15,Andhra Pradesh,Kurnool,V2_ZID_038,2026-02-28T02:19:27,2026-03-01T09:27:04.769194,2026-03-01T09:43:04.769194
V2CMP_0017626,TYP_01,OTP / KYC Fraud,17929.79,Assam,Jorhat,V2_ZID_093,2026-02-11T10:27:44,2026-02-11T16:27:44,2026-02-11T16:40:44
V2CMP_0017627,TYP_08,SIM Swap / Account Takeover,56268.81,Madhya Pradesh,Indore,V2_ZID_074,2026-02-03T16:39:18,2026-02-03T17:09:18,2026-02-03T17:20:18
V2CMP_0017628,TYP_07,Digital Arrest,196386.49,Madhya Pradesh,Jabalpur,V2_ZID_075,2026-02-10T22:01:00,2026-02-10T23:41:17.907058,2026-02-11T00:26:17.907058
V2CMP_0017629,TYP_03,Part-Time Job Scam,378364.06,Madhya Pradesh,,V2_ZID_075,2026-02-04T18:20:13,2026-02-05T08:36:28.206002,2026-02-05T09:16:28.206002
V2CMP_0017630,TYP_10,Courier / Parcel Scam,10217.34,Odisha,Puri,V2_ZID_119,2026-02-17T18:02:56,2026-02-18T07:16:32.563984,2026-02-18T07:53:32.563984
V2CMP_0017631,TYP_04,Investment / Crypto Scam,914777.75,Assam,Sonitpur,V2_ZID_094,2026-02-02T12:37:47,2026-02-04T07:26:50.467735,2026-02-04T08:00:50.467735
V2CMP_0017632,TYP_06,Marketplace / OLX Fraud,6879.49,Assam,Cachar,V2_ZID_089,2026-02-18T19:43:37,2026-02-19T00:10:57.820674,2026-02-19T00:40:57.820674
V2CMP_0017633,TYP_01,OTP / KYC Fraud,44380.06,Telangana,Hyderabad,V2_ZID_022,2026-02-21T17:15:39,2026-02-23T14:20:50.301244,2026-02-23T14:52:50.301244
V2CMP_0017634,TYP_07,Digital Arrest,346437.64,Gujarat,Gandhinagar,V2_ZID_056,2026-02-14T18:44:22,2026-02-16T15:39:03.520878,2026-02-16T16:06:03.520878
V2CMP_0017635,TYP_04,Investment / Crypto Scam,255614.09,Assam,Dibrugarh,V2_ZID_088,2026-02-14T09:35:09,2026-02-15T01:04:25.743412,2026-02-15T01:11:25.743412
V2CMP_0017636,TYP_08,SIM Swap / Account Takeover,617207.47,Uttar Pradesh,Prayagraj,V2_ZID_012,2026-02-05T11:42:38,2026-02-05T15:23:18.799897,2026-02-05T15:49:18.799897
V2CMP_0017637,TYP_09,Romance / Honey Trap Scam,480190.85,Tamil Nadu,Chennai,V2_ZID_023,2026-02-23T09:41:29,2026-02-26T08:09:16.310037,2026-02-26T08:14:16.310037
